Registration No.,Registration Type,Supplier Name,Street Address,"Municipality, Province, State, Postal Code/Zip"
351827,Non-Gaming Exempt (NGE),Society of Atlantic Heroes Recovery and Reintegration,1000 WINDMILL RD SUITE 4A,DARTMOUTH NS B3B 1L7
351879,Non-Gaming Exempt (NGE),Cascades Day Spa,1405 BEDFORD HY,BEDFORD NS B4A 3C5
351973,Non-Gaming Exempt (NGE),Four Points by Sheraton (2475257 Ontario Ltd.),56 DALHOUSIE ST,ST. CATHARINES ON L2N 4W7
351976,Non-Gaming Exempt (NGE),"Shutterstock, Inc.",350 FIFTH AV FLOOR 21,NEW YORK NY 10118
352437,Non-Gaming Exempt (NGE),Starbucks Canada,378 WELTON ST,SYDNEY NS B1P 5S4
352438,Non-Gaming Exempt (NGE),Dakai Maritimes Newspaper,,
352473,Non-Gaming Exempt (NGE),Scanway Catering Ltd.,,
352475,Non-Gaming Exempt (NGE),Elm Gardens,25A EAST MAIN ST,ANTIGONISH NS B2G 2B3
352593,Non-Gaming Exempt (NGE),High Valley Touring LLC,209 TENTH AV,NASHVILLE TN 37203
352671,Non-Gaming Exempt (NGE),Trans-World Distributing Ltd.,9 ADDELL AV,DARTMOUTH NS B3B 1K4
352804,Non-Gaming Exempt (NGE),Informed HR Halifax,246 INNOVATION DR,BEDFORD NS B4B 0T8
353004,Non-Gaming Exempt (NGE),Lush Banners,1918 BOUL SAINT-REGIS,DORVAL PQ H9P 1H6
353065,Non-Gaming Exempt (NGE),Eaton Corporation,100-32 TROOP AV,DARTMOUTH NS B3B 1Z1
353067,Non-Gaming Exempt (NGE),"Dave the Plumber, Plumbing and Heating Ltd.",60 JOHNSTON ST,SYDNEY NS B1P 1T1
353112,Non-Gaming Exempt (NGE),Hunter Brothers,209 TENTH AV S,NASHVILLE TN 37203
353317,Non-Gaming Exempt (NGE),Terrence Myers,37B FREDERICK AV,HALIFAX NS B3N 2K5
353589,Non-Gaming Exempt (NGE),Global Industrial Canada,110-35 STAPLES AV,RICHMOND HILL ON L4B 4W6
353591,Non-Gaming Exempt (NGE),Kegcart,6238 FOREST TRAIL CR,LASALLE ON N9H 0E7
353882,Non-Gaming Exempt (NGE),Stephen Mann & Son Beverage Repair Ltd.,,
354293,Non-Gaming Exempt (NGE),Barrelling Tide Distillery,P.O. BOX 239,PORT WILLIAMS NS B0P 1T0
354707,Non-Gaming Exempt (NGE),"Lonely Road, LLC",32850 NORTH RIVER RD,HARRISON TOWNSHIP MI 48045
354708,Non-Gaming Exempt (NGE),"CRPH, Inc.",2036 NEVADA CITY HY SUITE 212,GRASS CITY CA 95945
355221,Non-Gaming Exempt (NGE),Heart & Stroke Foundation of Nova Scotia,"PARK LANE MALL, BOX 245",5657 SPRING GARDEN RD LEVEL 3
355298,Non-Gaming Exempt (NGE),Nagle Refrigeration,31 RADDALL AV,DARTMOUTH NS B3B 1L4
355299,Non-Gaming Exempt (NGE),Superline Fuels,3451 BARRINGTON ST,HALIFAX NS B3K 2X8
355301,Non-Gaming Exempt (NGE),Eastern Fence Erectors Limited,929 KELTIC DR,SYDNEY NS B2A 4X1
355362,Non-Gaming Exempt (NGE),Preszler Law,5671 SPRING GARDEN  RD SUITE 701,HALIFAX NS B3J 1H6
355364,Non-Gaming Exempt (NGE),"Show-Me-Fifteen, LLC",P.O. BOX 22359,NASHVILLE TN 37202
355366,Non-Gaming Exempt (NGE),TJX Companies Inc.,60 STANDISH CT,MISSISSAUGA ON L5R 0G1
355549,Non-Gaming Exempt (NGE),Greco Pizza,70 LACEWOOD DR,HALIFAX NS B3M 2P1
355551,Non-Gaming Exempt (NGE),Domino's Pizza,480 PARKLAND DR,HALIFAX NS B3S 1P9
355552,Non-Gaming Exempt (NGE),Searle's Gardens & Floral,1184 HIGHWAY #2,HILDEN NS B0N 1C0
355553,Non-Gaming Exempt (NGE),Harmonic Management,2036 NEVADA CITY HY SUITE 212,GRASS CITY CA 95945
355733,Non-Gaming Exempt (NGE),Dow Jones,1211 AVENUE OF THE AMERICAS,NEW YORK NY 10036
355736,Non-Gaming Exempt (NGE),Reuben's All Round Maintenance Inc.,51 COBEQUID RD,LOWER SACKVILLE NS B4C 2N1
355737,Non-Gaming Exempt (NGE),AMCA Sales and Marketing,1000 WINDMILL RD UNIT 22,DARMTOUTH NS B3B 1L7
355780,Non-Gaming Exempt (NGE),Ken's Seafood & Pizza,3560 DUTCH VILLAGE RD,HALIFAX NS B3N 2S2
355781,Non-Gaming Exempt (NGE),"Canadian Safety, Health & Environmental Practitioners",923 ROBIE ST,HALIFAX NS B3H 3C3
355954,Non-Gaming Exempt (NGE),JR Capers Basketball,3321 BEATON  AV,NEW WATERFORD NS B1H 1L9
356078,Non-Gaming Exempt (NGE),Crawford's Custom Water Conditioning Ltd.,,
356223,Non-Gaming Exempt (NGE),Halifax Wanderers Football Club,1959 UPPER WATER  ST,HALIFAX NS B3J 3N2
356224,Non-Gaming Exempt (NGE),GL Ward Design Systems Ltd.,11 SCOTT CAMP RD,FALL RIVER NS B2T 1J6
356416,Non-Gaming Exempt (NGE),432776 Ontario Inc. (Kim Mitchell),8 ELM ST,TORONTO ON M5G 1G7
356432,Non-Gaming Exempt (NGE),The Gap Factory Store,54 HECTOR GATE,DARTMOUTH NS B3B 0C2
356878,Non-Gaming Exempt (NGE),NuGruv Music Entertainment,4 TIFFANY CT,MINEVILLE NS B2Z 1K3
356940,Non-Gaming Exempt (NGE),Eddy Group Limited,31 OLAND CT,DARTMOUTH NS B3S 1C6
357681,Non-Gaming Exempt (NGE),RetroActive Band (Patrick Stone),2497 SHERWOOD ST,HALIFAX NS B3L 3G9
357887,Non-Gaming Exempt (NGE),Canadian Paraplegic Association,6960 MUMFORD RD SUITE 255,HALIFAX NS B3L 4P1
357888,Non-Gaming Exempt (NGE),Hazmasters Environmental,60 THORNHILL DR,DARTMOUTH NS B3B 1S1
357890,Non-Gaming Exempt (NGE),Superior Glove,36 VIMY ST,ACTION ON L7J 1S1
357892,Non-Gaming Exempt (NGE),Sparrow Media Company Inc.,8 ELM ST,TORONTO ON M5G 1G7
358126,Non-Gaming Exempt (NGE),Magnacharge Battery Corporation,10 ILSLEY AV UNIT 12-12,DARTMOUTH NS B3B 1L3
358127,Non-Gaming Exempt (NGE),Filipino Association of Nova Scotia,58 INVERNESS AV,HALIFAX NS B3P 1X7
358225,Non-Gaming Exempt (NGE),New Brunswick Gaming Control Branch,364 ARGYLE ST FLOOR 1,FREDERICTON NB E3B 1T9
359114,Non-Gaming Exempt (NGE),"Canadian Mental Health Association, Halifax Dartmouth Branch",2020 GOTTINGEN  ST SUITE 100,HALIFAX NS B3K 3A9
359115,Non-Gaming Exempt (NGE),Tidal League,1533 BARRINGTON  ST SUITE 302,HALIFAX NS B3J 1E6
359240,Non-Gaming Exempt (NGE),Fuel Mobile,2750 3RD AV NE SUITE 210,CALGARY NS T2A 2L5
359417,Non-Gaming Exempt (NGE),Jodi Guthro,67 LONG LAKE DR,HAMMONDS PLAINS NS B4B 1K6
359419,Non-Gaming Exempt (NGE),Eventbrite Inc.,155 5TH ST FLOOR 7,SAN FRANCISCO CA
359476,Non-Gaming Exempt (NGE),Joel Ulmer dba: 2Country4Nashville,P.O. BOX 432,FRANKLIN TN 37065
359520,Non-Gaming Exempt (NGE),Leukemia & Lymphoma Society of Canada,50 BEDFORD HWY. SUITE 210,HALIFAX NS B3M 0J9
360008,Non-Gaming Exempt (NGE),EventCorp Services Inc.,129-2323 BOUNDARY RD,VANCOUVER BC V5M 4V8
360012,Non-Gaming Exempt (NGE),Absolute Charters Inc.,6575 BAYNE ST,HALIFAX NS B3K 2V6
360060,Non-Gaming Exempt (NGE),Levac,423 ST. PAUL  AV,BRANTFORD ON N3R 4N8
360089,Non-Gaming Exempt (NGE),Glace Bay Hospital Foundation,300 SOUTH ST,GLACE BAY NS B1R 1H6
360279,Non-Gaming Exempt (NGE),WeddingWire Inc.,2 WISCONSIN CIRCLE FLOOR 3,CHEVY CHASE MD 20815
360438,Non-Gaming Exempt (NGE),Trans Canada Stamp,70 DON PARK RD UNIT 2,MARKHAM ON L3R 1G4
360500,Non-Gaming Exempt (NGE),John MacLean's Ceramic Tile & Flooring Ltd,50 BROOKLAND ST UNIT B,SYDNEY NS B1P 5B2
360504,Non-Gaming Exempt (NGE),Vanessa Symonds Musician,4 TIFFANY CT,MINEVILLE NS B2Z 1K3
360721,Non-Gaming Exempt (NGE),Midbec,900 WINDMILL RD UNIT 109,DARMTOUTH NS B3B 1P7
360903,Non-Gaming Exempt (NGE),Jason MacDonald,249 GRAND MIRA SOUTH RD,MARION BRIDGE NS B1K 1E8
360904,Non-Gaming Exempt (NGE),Canadian Cancer Society Nova Scotia Division,5826 SOUTH ST SUITE 1,HALIFAX NS  B3H 1S6
360965,Non-Gaming Exempt (NGE),Pier 1,7010 MUMFORD RD UNIT B4-2,HALIFAX NS B3L 4W7
360967,Non-Gaming Exempt (NGE),Prince George Hotel,1725 MARKET ST,HALIFAX NS  B3J 3N9
361559,Non-Gaming Exempt (NGE),Haley Street Adult Services Center Society,26 HALEY ST,NORTH SYDNEY NS B3A 3L3
361560,Non-Gaming Exempt (NGE),Luke Beck Inc. (DBA ThemeFusion),3959 VAN DYKE RD,STE 73 LUTZ FL 33558
361562,Non-Gaming Exempt (NGE),Atlantic Wedding Showcase,132 CAMELOT DR,SEABRIGHT NS B3Z 2Z8
362033,Non-Gaming Exempt (NGE),Orr Interiors,18 SENTRY CT,HALIFAX NS B3M 0B2
362408,Non-Gaming Exempt (NGE),Nestle USA Inc.,111 33RD ST W FLOOR 5,NEW YORK NY 10120
362441,Non-Gaming Exempt (NGE),Pathways to Employment,75 PRINCE ST,SYDNEY NS B1P 5J9
362475,Non-Gaming Exempt (NGE),Reldom Corporation,2675 E PATRICK LN UNIT 12,LAS VEGAS NV 89120
362573,Non-Gaming Exempt (NGE),Westjet,22 AERIAL PL NE,CALGARY AB T2E 3J1
362585,Non-Gaming Exempt (NGE),Chris Dikeakos Architects Inc.,4492 W 5TH AVENUE,VANCOUVER BC V6R 1S5
362635,Non-Gaming Exempt (NGE),"Lawtons Home HealthCare Store #829, Sydney Rehab",124 PITT ST,SYDNEY NS B1P 5X9
362993,Non-Gaming Exempt (NGE),"Guardian Pharmacy, Bedford",535 LARRY UTECK BL,HALIFAX NS B3M 0E3
362994,Non-Gaming Exempt (NGE),Mayson Galoni,3445 TRINITY CHURCH RD,TORONTO NS L0R 1C0
362995,Non-Gaming Exempt (NGE),LEC Quantity Surveying And Project Management Inc. (DBA LEC Group),TERMINAL CITY OFFICE TOWER,837 W HASTINGS ST UNIT 609
363001,Non-Gaming Exempt (NGE),Canadian Security Association (CANASA),50 ACADIA AV UNIT 201,MARKHAM ON L3R 0B3
363002,Non-Gaming Exempt (NGE),Narrative Research,SUITE 5001 - 7051 BAYERS RD,"HALIFAX, N.S.  B3L 2C1"
363008,Non-Gaming Exempt (NGE),Commercial Eastern Inc. (DBA Cushman & Wakefield Atlantic),5475 SPRING GARDEN RD SUITE 601,HALIFAX NS B3J 3T2
363029,Non-Gaming Exempt (NGE),Nespresso Canada,"P.O. BOX 35759, CP LEO PARISEAU",MONTREAL PQ H2X 0A4
363173,Non-Gaming Exempt (NGE),Compugen Inc.,100 VIA RENSO DR,RICHMOND HILL ON L4S 0B8
363177,Non-Gaming Exempt (NGE),T. Thomason Music,38 LYLE ST,DARTMOUTH NS B3A 2Z8
363410,Non-Gaming Exempt (NGE),AED4Life,55 HEAD ST,DUNDAS ON L9H 3H8
363412,Non-Gaming Exempt (NGE),Glace Bay Antonians,8 MAXIE ST,GLACE BAY NS B1A 2E2
363751,Non-Gaming Exempt (NGE),960826 Ontario Ltd. (Holly Cole),8 ELM ST,TORONTO ON M5G 1G7
363754,Non-Gaming Exempt (NGE),"United Protestant Church, Sydney River",,
363756,Non-Gaming Exempt (NGE),DJ Jimmy MacKinnon,18 DAVENPORT RD,SYDNEY NS B1P 2R3
363758,Non-Gaming Exempt (NGE),Manimal Athletics,22 GLENDALE AV UNIT 4,LOWER SACKVILLE NS B4C 3M1
364105,Non-Gaming Exempt (NGE),New Waterford Boxing Club,3302 PLUMMER AV,NEW WATERFORD NS B1H 1Y3
364117,Non-Gaming Exempt (NGE),Scott MacCormack,9493 PEGGY'S COVE RD,HACKETT'S COVE NS B3Z 3L5
364794,Non-Gaming Exempt (NGE),Cornerstone Occupational Therapy Consultants,P.O. BOX 33084,HALIFAX NS B3L 4T6
364973,Non-Gaming Exempt (NGE),"Crime Stoppers Association, Cape Breton",865 GRAND LAKE RD,SYDNEY NS B1P 6W2
365416,Non-Gaming Exempt (NGE),Signature Sound Ltd.,1995 ROUTE 640,HANWELL NB E3C 1Z5
365419,Non-Gaming Exempt (NGE),Ashen White Audio Visual Executives,976 MEYERSIDE,MISSISSAUGA ON L5T 1R9
365666,Non-Gaming Exempt (NGE),Thomas Philipp Hoeschele F/S/O The Clairvoyents,9336 CIVC CENTRE DR,BEVERLY HILLS CA 90210
365809,Non-Gaming Exempt (NGE),"Whose Live Anyways, Inc.",4450 W LAKESIDE DR UNIT 320,BURBANK CA 91505
365810,Non-Gaming Exempt (NGE),Walter's Party Supplies,2 SHERIFF AV,SYDNEY NS B1P 1P4
365903,Non-Gaming Exempt (NGE),Doctor Piano Ltd.,6426 BAYERS RD,HALIFAX NS  B3L 2B1
365904,Non-Gaming Exempt (NGE),Florence Sampson,8004 EAST BAY HY,SYDNEY NS B1J 1Z4
365992,Non-Gaming Exempt (NGE),Dreams Take Flight (Halifax Division),"P.O. BOX 7000, AIRPORT STATION",DORVAL PQ H4Y 1J2
366053,Non-Gaming Exempt (NGE),Stephen Mann & Son Beverage Repair Ltd.,1032 MIRA BAY DR,CATALONE NS B1C 2B8
366092,Non-Gaming Exempt (NGE),Burnside Fiberglass Marine Supply,30 SIMMONDS DR UNIT A,DARTMOUTH NS B3B 1R3
366249,Non-Gaming Exempt (NGE),RCL Nova Scotia/Nunavut Command - Poppy Fund,61 GLORIA MCCLUSKEY AV,BURNSIDE NS  B3B 2Z3
366393,Non-Gaming Exempt (NGE),Yellow Pages,1751 RICHARDSON,MONTREAL PQ K3K 1G6
366428,Non-Gaming Exempt (NGE),David Delaney,123 TANGLEWOOD DR,MOUNT UNIACKE NS B0N 1Z0
366631,Non-Gaming Exempt (NGE),Jordan Welbourne,305-335 VELTKAMP CR,SASKATOON SK S7T 0E5
366637,Non-Gaming Exempt (NGE),International Creative Management Partners LLC (dba ICM Partners),10250 CONSTELLATION BL,LOS ANGELES CA 90067
366639,Non-Gaming Exempt (NGE),"Fatorville, Inc. f.s.o. Terry Fator",10250 CONSTELLATION BL,LOS ANGELES CA 90067
366748,Non-Gaming Exempt (NGE),Veith House,3115 VEITH ST,HALIFAX NS
366749,Non-Gaming Exempt (NGE),The Red Lions,30 GLACIER BRIDGE,PORTERS LAKE NS B3E 1G3
366755,Non-Gaming Exempt (NGE),Loverboy,8 ELM ST,TORONTO ON M5G 1G7
367021,Non-Gaming Exempt (NGE),Dartmouth Adult Services Centre,59 DOREY AV,DARTMOUTH NS B3B 0B2
367102,Non-Gaming Exempt (NGE),New Age Electrical Services,PO BOX 3089,TANTALLON NS B3Z 4G9
367280,Non-Gaming Exempt (NGE),UBreakIFix,620 NINE MILE DR UNIT 103,BEDFORD NS B4A 4H4
367491,Non-Gaming Exempt (NGE),Irving Energy,10 KINGS SQUARE  S,SAINT JOHN NB E2L 0G3
367492,Non-Gaming Exempt (NGE),Embou Productions Inc.,93 SMITH AV,SHEDIAC NB E4P 2S8
367495,Non-Gaming Exempt (NGE),T. Morris Construction Ltd.,1209 KELTIC DR,NORTH SYDNEY NS B2A 4W4
367500,Non-Gaming Exempt (NGE),Entandem,1983 UPPER WATER ST,HALIFAX NS B3J 3Y5
367506,Non-Gaming Exempt (NGE),AML Painting Ltd.,P.O. BOX 1608,BRAS D'OR NS B1Y 3Y6
367590,Non-Gaming Exempt (NGE),Office of Employer Advisor of NS,36 BROOKSHIRE CT UNIT 14,BEDFORD NS B4A 4E9
367663,Non-Gaming Exempt (NGE),ISA International,46 DUFFLAW RD,TORONTO ON M6A 2W1
367756,Non-Gaming Exempt (NGE),The Sovereign General Insurance,475 HOWE ST SUITE 1810,VANCOUVER BC V6C 2B3
367758,Non-Gaming Exempt (NGE),Timber Lounge,2712 AGRICOLA ST,HALIFAX NS B3K 4E1
368040,Non-Gaming Exempt (NGE),Caper Scaffold Services Inc.,39 ALDER CR,LOWER SACKVILLE NS B4C 1A1
368042,Non-Gaming Exempt (NGE),Adaptive Security Training,333 PARKSIDE DR,PETROLIA ON N0N 1R0
368052,Non-Gaming Exempt (NGE),Kedikoi Productions Ltd.,8 ELM ST,TORONTO ON M5G 1G7
368053,Non-Gaming Exempt (NGE),Twin Cities Engravers,121 ILSLEY AV UNIT 3A,DARTMOUTH NS B3B 1S4
368104,Non-Gaming Exempt (NGE),Buffy Sainte-Marie,206B - 219 DUFFERIN ST,TORONTO ON M6K 3J1
368388,Non-Gaming Exempt (NGE),Gallery 1 Furniture,60 HIGHFIELD PARK DR,DARTMOUTH NS B3A 4R9
368390,Non-Gaming Exempt (NGE),Colter Simmonds,189 SILISTRIA DR,COLE HARBOUR NS B2W 6A7
368392,Non-Gaming Exempt (NGE),Stephens Building Supplies,199 TOWNSEND ST,SYDNEY NS B1P 5E4
368675,Non-Gaming Exempt (NGE),Authentic Seacoast Distilling Company,72 MAIN ST,GUYSBOROUGH NS B0H 1N0
368684,Non-Gaming Exempt (NGE),April Wine Entertainment Inc.,8 ELM ST,TORONTO ON M5G 1G7
368728,Non-Gaming Exempt (NGE),Andrew MacLeod,181 COLBY ST,SYDNEY NS B1P 3R2
368733,Non-Gaming Exempt (NGE),Legendary Hospitality Group - Antojo,1667 ARGYLE ST,HALIFAX NS
368945,Non-Gaming Exempt (NGE),BNL Touring 20th Anniversary Inc.,3190 HARVESTER RD SUITE 202,BURLINGTON ON L7N 3T1
368989,Non-Gaming Exempt (NGE),Spindrift Brewing Company,21 FRAZEE AV,DARTMOUTH NS B3B 1Z4
369074,Non-Gaming Exempt (NGE),Richelieu Hardware,150 COLFORD AV,DARTMOUTH NS B3B 0L8
369076,Non-Gaming Exempt (NGE),Citizen Watch Canada Ltd.,380 BENTLEY ST UNIT 2,MARKHAM ON L3R 2L2
369077,Non-Gaming Exempt (NGE),Rousseau Chocolatier Ltd.,5151 SOUTH ST,HALIFAX NS B3J 1A2
369109,Non-Gaming Exempt (NGE),"Prince Used Furniture, Antiques and Collectibles",121 PRINCE ST,SYDNEY NS B1P 5K2
369285,Non-Gaming Exempt (NGE),Terrapure Environmental,11 BROWN AV,DARTMOUTH NS B3B 1Z7
369397,Non-Gaming Exempt (NGE),New Century Signs,41 WEAVERS LAKE DR,HALIFAX NS B3V 1A4
369471,Non-Gaming Exempt (NGE),Ross MacDonald,2012 A BAUER ST,HALIFAX NS B3K 3W3
369502,Non-Gaming Exempt (NGE),Robbie Vino,1477 LOWER WATER ST,HALIFAX NS B3J 3Z4
369578,Non-Gaming Exempt (NGE),"BPS Direct, LLC (Bass Pro Shops & Cabelas)",2500 EAST KEARNEY,SPRINGFIELD MO 65898
369579,Non-Gaming Exempt (NGE),Tony Nailz Salon,6140 YOUNG ST UNIT 80,HALIFAX NS B2K 0G2
369848,Non-Gaming Exempt (NGE),CDW Canada,185 THE WEST MALL SUITE 1700,ETOBICOKE ON M9C 5L5
370579,Non-Gaming Exempt (NGE),Lahey Glass,71 FIRST LAKE DR UNIT 1,LOWER SACKVILLE NS B4C 3E4
370580,Non-Gaming Exempt (NGE),Accesspacific,11111 TWIGG PLACE UNIT 1063,RICHMOND BC V6V 0B7
370581,Non-Gaming Exempt (NGE),Swish Maintenance Limited,500 HOPKINS ST,WHITBY ON L1N 2B9
370602,Non-Gaming Exempt (NGE),Datacm.com,9195 TORBRAM RD,BRAMPTON ON L6H 6H2
370836,Non-Gaming Exempt (NGE),Source Atlantic Limited,100 RADDALL AV,DARTMOUTH NS B3B 1T2
370846,Non-Gaming Exempt (NGE),Canaan Site Furnishings,140 BENTLEY ST UNIT 3,MARKHAM ON L3R 3L2
370868,Non-Gaming Exempt (NGE),Austin Air Canada - Air Purifiers & Filters,725 MCMURRAY RD,WATERLOO ON N2V 1Y2
370941,Non-Gaming Exempt (NGE),Pather Plastics,7400 VICTORIA PARK AV,MARKHAM ON L3R 2V4
371261,Non-Gaming Exempt (NGE),Eddie's Hang-Up Display Ltd.,60 W 3RD AV,VANCOUVER BC V5Y 1E4
371593,Non-Gaming Exempt (NGE),Big Erics Inc.,99 BLACKMARCH ROAD,ST. JOHNS NL  A1C 5X8
372002,Non-Gaming Exempt (NGE),Palmer Refrigeration Inc.,PO BOX 531,"HALIFAX, NS  B3J 2R7"
372148,Non-Gaming Exempt (NGE),Unisync Group Limited,6080 RUSS BAKER WA UNIT 125,RICHMOND BC V7B 1B4
372474,Non-Gaming Exempt (NGE),One Stop Bridal,129 APPALOSSA RUN,HAMMONDS PLAINS NS B4B 0G2
372783,Non-Gaming Exempt (NGE),Pattison Outdoor Advertising,2285 WYECROFT ROAD,"OAKVILLE, ONTARIO  L6L 5L7"
373086,Non-Gaming Exempt (NGE),"RCL Br. 129, Halifax (White Ensign)","RCL BR. 129, HALIFAX (WHITE ENSIGN)",5519 ALMON ST
373109,Non-Gaming Exempt (NGE),Jason Roy Ballantyne,2065 BRUNSWICK ST APT 1307,DARTMOUTH NS
373219,Non-Gaming Exempt (NGE),EMR Services Ltd.,122 DRISCOLL CR,MONCTON NB E1E 3R8
373220,Non-Gaming Exempt (NGE),Mr. Big and Tall,209 CHAIN LAKE  DR,HALIFAX NS B3S 1C9
373534,Non-Gaming Exempt (NGE),Me Toys Inc.,7050B BRAMALEA RD UNIT 54-55,MISSISSAUGA ON L5S 1S9
373535,Non-Gaming Exempt (NGE),Leadon (Barrington) Operations LP,1990 BARRINGTON ST,HALIFAX NS B3J 1P2
373538,Non-Gaming Exempt (NGE),Leadon (Halifax) Operations LP,,
373732,Non-Gaming Exempt (NGE),Iller Door Systems Limited,P.O. BOX 1381,TRURO NS B2N 5N2
374144,Non-Gaming Exempt (NGE),MCS Industrial Electronics Inc.,8675 EAST LAREDO DR,PRESCOTT VALLEY 86314
374225,Non-Gaming Exempt (NGE),Forum Research Inc.,180 BLOOR ST W SUITE 1400,TORONTO ON M5S 2V6
374417,Non-Gaming Exempt (NGE),Colbourne's No Frills,332 WELTON ST,SYDNEY NS B1P 5S4
374464,Non-Gaming Exempt (NGE),Seaboard Industrial Supply Co. Ltd.,15 SCHOOL STREET,SYDNEY NOVA SCOTIA  B1S 3G1
374477,Non-Gaming Exempt (NGE),Beer Tech,3460 CONNAUGHT AV,HALIFAX NS B3L 3B5
374715,Non-Gaming Exempt (NGE),Backman Vid-Comm Ltd,110 CHAIN LAKE DR UNIT 3F,HALIFAX NS B3S 1A9
374716,Non-Gaming Exempt (NGE),Tour Tech East Limited,180 THORNHILL DR,DARTMOUTH NS B3B 1V3
375335,Non-Gaming Exempt (NGE),Squirrel Systems Canada Ltd.,8585 BAXTER PL,BURNABY BC V5A 4V7
375339,Non-Gaming Exempt (NGE),Vision Heating & Ventilation Limited,415 VILLA DR,LITTLE BRAS D'OR NS B1Y 2Z2
375376,Non-Gaming Exempt (NGE),Microsoft Canada,1950 MEADOWVALE BL,MISSISSAUGA ON L5N 8L9
375687,Non-Gaming Exempt (NGE),Gordon Food Service Canada Ltd.,38 INDUSTRIAL PARK DRIVE,"AMHERST, NS  B4H 4R5"
375818,Non-Gaming Exempt (NGE),Stingray Radio,3770 KEMPT RD,HALIFAX NS B3K 4X8
375842,Non-Gaming Exempt (NGE),NCR Canada Corp.,11 THORNHILL DR SUITE 133,DARTMOUTH NS B3B 1R9
376019,Non-Gaming Exempt (NGE),Maple Hill Manor Society,700 KING ST,NEW WATERFORD NS  B1H 3Z5
376262,Non-Gaming Exempt (NGE),Canadian Food Safety Group,5251 48 AV SE UNIT 70,CALGARY AB T2B 3S2
376298,Non-Gaming Exempt (NGE),Darling Ingredients,101-485 PINEBUSH RD,CAMBRIDGE ON N1T 0A6
376342,Non-Gaming Exempt (NGE),Marvelous Design,105-267 GARY MARTIN DR,BEDFORD NS B4B 0P5
376350,Non-Gaming Exempt (NGE),Parts Town LLC,"PO BOX 15880, STN A",TORONTO ON M5W 1C1
376632,Non-Gaming Exempt (NGE),Dynamic Project Management Inc.,299 ROCKY LAKE DR UNIT 7,BEDFORD NS B4A 3Z8
376674,Non-Gaming Exempt (NGE),Sutton Place Hotel Halifax,1700 GRAFTON ST,HALIFAX NS B3J 2C4
376732,Non-Gaming Exempt (NGE),Global Vending,1073 RIVERSIDE DR,FREDERICTON NB E3A 8P9
377065,Non-Gaming Exempt (NGE),Sheila MacDonald,401 - 87 Pebblecreek Crescent,"New Glasgow, Nova Scotia"
377388,Non-Gaming Exempt (NGE),Canadian Computers & Electronics,201 CHAIN LAKE DR UNIT 36,HALIFAX NS B3S 1C8
377430,Non-Gaming Exempt (NGE),Maritime Safety Equipment & Eastern Fire Extinguisher Service,PO BOX 6566,GLACE BAY NS B1A 5V1
377536,Non-Gaming Exempt (NGE),CBI Health-Phoenix,45 WEATHERBEE RD SUITE 302,SYDNEY NS B1M 0A1
377538,Non-Gaming Exempt (NGE),CBI Health Cape Breton Nova Scotia Rehabilitation Services,40 CHURCH ST,ANTIGONISH NS
378105,Non-Gaming Exempt (NGE),"Fisherman's Market International , Inc.",607 BEDFORD HY,HALIFAX NS B3M 2L6
378150,Non-Gaming Exempt (NGE),Total Recycling Ltd.,85 INDUSTRIAL DR,SYDNEY NS B1P 7E7
378415,Non-Gaming Exempt (NGE),Bishop's Cellar Limited,1475 LOWER WATER ST SUITE 100,HALIFAX NS B3J 3Z2
378528,Non-Gaming Exempt (NGE),Roxy and the Underground Soul Sound - Band,3621 ST. PAUL'S ST,HALIFAX NS B3K 3R1
378530,Non-Gaming Exempt (NGE),Big Fish Music - Band,339 SHEPPARDS RUN,BEECHVILLE NS B3T 2G8
378623,Non-Gaming Exempt (NGE),Arsoniste,2033 PARKER ST,HALIFAX NS B3K 4T6
378671,Non-Gaming Exempt (NGE),Giant Tiger,379 WELTON ST,SYDNEY NS B1P 5SR
378900,Non-Gaming Exempt (NGE),Ulnoowed Indigenous Communities Foundation,4 STANLEY JOHNSON ST,MILLBROOK NS B6L 5B4
379065,Non-Gaming Exempt (NGE),Indeed,ON-LINE JOB POSTINGS,NS
379419,Non-Gaming Exempt (NGE),Tyler Key,2172 BRUNSWICK ST,HALIFAX NS
379420,Non-Gaming Exempt (NGE),Dartmouth General Hospital Charitable Foundation,325 PLEASANT ST,DARTMOUTH NS  B2Y 4G8
379613,Non-Gaming Exempt (NGE),Glen Gordon,39 PARKWOOD LN,EAST LAWRENCETONW NS B2J 1P2
379812,Non-Gaming Exempt (NGE),Shine Bright Media,500 PRINCE ST,SYDNEY NS B1P 5L9
379956,Non-Gaming Exempt (NGE),Party Touches UK,"BUSINESS UNIT 9 C/O STORAGE MART, INGLEBY HOUSE",CROWHURST RD
379957,Non-Gaming Exempt (NGE),Theo MacIntosh,50 WEYBURN RD,DARTMOUTH NS B2W 1R8
380233,Non-Gaming Exempt (NGE),Meridia Recruitment Solutions,1894 BARRINGTON ST,HALIFAX NS B3J 2A8
380234,Non-Gaming Exempt (NGE),TeamUp,,
380244,Non-Gaming Exempt (NGE),iFoodEquipment,170 MILLENIUM BL,MONCTON NB E1E 2G8
